run_id,pattern_id,turn,agent_id,agent_name,dept,dept_id,position,psychological_safety,task_cohesion
1,1,2,11,Yamada,Slice of Life Game Planning,1,General Member,5.384287732419568,5.694799107803654
1,1,2,12,Sasaki,Slice of Life Game Planning,1,General Member,5.1010155545630855,5.399626269079395
1,1,2,13,Yamaguchi,Slice of Life Game Planning,1,Department Leader,4.998876425927345,5.561896606922022
1,1,3,0,Sato,Superhero Game Planning,0,General Member,5.50746611,5.721866263096163
1,1,3,1,Suzuki,Superhero Game Planning,0,General Member,5.408791235632805,5.684555776979112
1,1,3,2,Takahashi,Superhero Game Planning,0,General Member,5.421941777,5.6932066107636405
1,1,3,3,Tanaka,Superhero Game Planning,0,General Member,5.204193458511699,5.551067106665778
1,1,3,4,Watanabe,Superhero Game Planning,0,General Member,5.343582310957912,5.439852803565939
1,1,3,5,Ito,Superhero Game Planning,0,General Member,5.423555732969256,5.637444702591212
1,1,3,6,Yamamoto,Superhero Game Planning,0,Department Leader,5.377523741336777,5.784834485092862
1,1,3,7,Nakamura,Slice of Life Game Planning,1,General Member,5.120385906448416,5.395154543372163
1,1,3,8,Kobayashi,Slice of Life Game Planning,1,General Member,5.065618236976226,5.386161488466826
1,1,3,9,Kato,Slice of Life Game Planning,1,General Member,5.280240058306663,5.578959924
1,1,3,10,Yoshida,Slice of Life Game Planning,1,General Member,5.498969286,5.572040285882919
1,1,3,11,Yamada,Slice of Life Game Planning,1,General Member,5.471982105141494,5.781425579277821
1,1,3,12,Sasaki,Slice of Life Game Planning,1,General Member,4.641204386185562,4.655402960037767
1,1,3,13,Yamaguchi,Slice of Life Game Planning,1,Department Leader,5.039483412548843,5.055387920632832
1,1,4,0,Sato,Superhero Game Planning,0,General Member,5.196108811822521,5.834314133923123
1,1,4,1,Suzuki,Superhero Game Planning,0,General Member,5.447215652024447,5.819871875972516
1,1,4,2,Takahashi,Superhero Game Planning,0,General Member,5.210554140743438,5.737796365
1,1,4,3,Tanaka,Superhero Game Planning,0,General Member,5.267320633873086,5.700394480225151
1,1,4,4,Watanabe,Superhero Game Planning,0,General Member,5.208944579750197,5.703880377
1,1,4,5,Ito,Superhero Game Planning,0,General Member,5.2257258296449765,5.7492094071674655
1,1,4,6,Yamamoto,Superhero Game Planning,0,Department Leader,5.437440528845858,5.565770927423323
1,1,4,7,Nakamura,Slice of Life Game Planning,1,General Member,5.312325614453224,5.555679832
1,1,4,8,Kobayashi,Slice of Life Game Planning,1,General Member,5.353192681159723,5.600998825706967
1,1,4,9,Kato,Slice of Life Game Planning,1,General Member,5.383282445118173,5.832357807640406
1,1,4,10,Yoshida,Slice of Life Game Planning,1,General Member,5.262404482727442,5.661217262841575
1,1,4,11,Yamada,Slice of Life Game Planning,1,General Member,5.502684678,5.660642649134885
1,1,4,12,Sasaki,Slice of Life Game Planning,1,General Member,4.857675393541581,5.509192424406916
1,1,4,13,Yamaguchi,Slice of Life Game Planning,1,Department Leader,5.270260867223119,4.833613505443367
1,1,5,0,Sato,Superhero Game Planning,0,General Member,5.443127027871161,5.556278852782498
1,1,5,1,Suzuki,Superhero Game Planning,0,General Member,5.110283556737383,5.832122842156438
1,1,5,2,Takahashi,Superhero Game Planning,0,General Member,5.096160371480285,5.589323560167321
1,1,5,3,Tanaka,Superhero Game Planning,0,General Member,5.035597249855167,5.703403281266598
1,1,5,4,Watanabe,Superhero Game Planning,0,General Member,5.265986224024268,5.564274958816677
1,1,5,5,Ito,Superhero Game Planning,0,General Member,5.380530456305739,5.601019959882272
1,1,5,6,Yamamoto,Superhero Game Planning,0,Department Leader,5.215471957,5.744607547451189
1,1,5,7,Nakamura,Slice of Life Game Planning,1,General Member,5.369943160287798,5.671473744712763
1,1,5,8,Kobayashi,Slice of Life Game Planning,1,General Member,5.3016821994480345,5.286549764
1,1,5,9,Kato,Slice of Life Game Planning,1,General Member,5.063341800617757,5.623485410766103
1,1,5,10,Yoshida,Slice of Life Game Planning,1,General Member,5.112473010812178,5.73744761
1,1,5,11,Yamada,Slice of Life Game Planning,1,General Member,5.299100936304467,5.518262167115646
1,1,5,12,Sasaki,Slice of Life Game Planning,1,General Member,5.044386813200991,5.763482254199506
1,1,5,13,Yamaguchi,Slice of Life Game Planning,1,Department Leader,5.283208478679518,4.523975699776188
1,1,6,0,Sato,Superhero Game Planning,0,General Member,5.358646680746274,5.7450929454605255
1,1,6,1,Suzuki,Superhero Game Planning,0,General Member,5.013415985938498,5.341427219095251
1,1,6,2,Takahashi,Superhero Game Planning,0,General Member,4.596854776597425,4.384619419768926
1,1,6,3,Tanaka,Superhero Game Planning,0,General Member,5.080696409461658,5.095076367703981
1,1,6,4,Watanabe,Superhero Game Planning,0,General Member,5.179955080430813,5.860807300178278
1,1,6,5,Ito,Superhero Game Planning,0,General Member,5.326754896191711,5.316170818264345
1,1,6,6,Yamamoto,Superhero Game Planning,0,Department Leader,4.9549510107059564,5.791083954839289
1,1,6,7,Nakamura,Slice of Life Game Planning,1,General Member,5.394063240616765,5.501580894029371
1,1,6,8,Kobayashi,Slice of Life Game Planning,1,General Member,4.944207857047475,4.716883724397516
1,1,6,9,Kato,Slice of Life Game Planning,1,General Member,5.183596065824762,5.289894699666134
1,1,6,10,Yoshida,Slice of Life Game Planning,1,General Member,5.053884468554922,5.654446434678745
1,1,6,11,Yamada,Slice of Life Game Planning,1,General Member,5.551537336175008,5.804302390357041
1,1,6,12,Sasaki,Slice of Life Game Planning,1,General Member,5.345109786465976,5.596035229116716
1,1,6,13,Yamaguchi,Slice of Life Game Planning,1,Department Leader,5.195004873372688,5.390038205770969
1,1,7,0,Sato,Superhero Game Planning,0,General Member,5.318978308192139,5.645901371
1,1,7,1,Suzuki,Superhero Game Planning,0,General Member,5.278792238551568,5.559135818435896
1,1,7,2,Takahashi,Superhero Game Planning,0,General Member,5.266220917026871,5.657314760434224
1,1,7,3,Tanaka,Superhero Game Planning,0,General Member,5.0256609475663945,5.660203881537854
1,1,7,4,Watanabe,Superhero Game Planning,0,General Member,5.158197508996258,5.4578360548040585
1,1,7,5,Ito,Superhero Game Planning,0,General Member,4.9414166592466415,5.687350360190868
1,1,7,6,Yamamoto,Superhero Game Planning,0,Department Leader,4.895069945923791,5.583846608416422
1,1,7,7,Nakamura,Slice of Life Game Planning,1,General Member,4.981994168438195,5.118647729009103
1,1,7,8,Kobayashi,Slice of Life Game Planning,1,General Member,4.998241638603094,4.940594275185075
1,1,7,9,Kato,Slice of Life Game Planning,1,General Member,5.453974254946553,5.485085933972838
1,1,7,10,Yoshida,Slice of Life Game Planning,1,General Member,5.369258427372426,5.826869229430736
1,1,7,11,Yamada,Slice of Life Game Planning,1,General Member,5.115715075777898,5.626848893605349
1,1,7,12,Sasaki,Slice of Life Game Planning,1,General Member,5.351328742155191,5.705636595272324
1,1,7,13,Yamaguchi,Slice of Life Game Planning,1,Department Leader,4.882692058520289,4.199183367286485
1,1,8,0,Sato,Superhero Game Planning,0,General Member,5.339358064753306,5.753465377986167
1,1,8,1,Suzuki,Superhero Game Planning,0,General Member,4.978893801019276,4.838031497157592
1,1,8,2,Takahashi,Superhero Game Planning,0,General Member,5.324901443,5.558486626449751
1,1,8,3,Tanaka,Superhero Game Planning,0,General Member,5.090656015,5.422904954668025
1,1,8,4,Watanabe,Superhero Game Planning,0,General Member,4.927409598164658,5.617828183
1,1,8,5,Ito,Superhero Game Planning,0,General Member,5.159129543717327,5.083171091312089
1,1,8,6,Yamamoto,Superhero Game Planning,0,Department Leader,5.270825604,5.250829123276681
1,1,8,7,Nakamura,Slice of Life Game Planning,1,General Member,5.446412233886079,5.633011822611312
1,1,8,8,Kobayashi,Slice of Life Game Planning,1,General Member,4.976438232519529,5.611888879
1,1,8,9,Kato,Slice of Life Game Planning,1,General Member,4.174896142442717,3.718293909415408
1,1,8,10,Yoshida,Slice of Life Game Planning,1,General Member,5.304113942128232,5.708215080653739
1,1,8,11,Yamada,Slice of Life Game Planning,1,General Member,5.317515797343926,5.628813498662543
1,1,8,12,Sasaki,Slice of Life Game Planning,1,General Member,4.564093405414317,3.7877778288437263
1,1,8,13,Yamaguchi,Slice of Life Game Planning,1,Department Leader,5.394848365091849,5.739221858684399
2,2,1,0,Sato,Superhero Game Planning,0,General Member,5.178040781476988,5.623460355391133
2,2,1,1,Suzuki,Superhero Game Planning,0,General Member,5.288192916621003,5.737090175347069
2,2,1,2,Takahashi,Superhero Game Planning,0,General Member,5.157951372,5.582435029387895
2,2,1,3,Tanaka,Superhero Game Planning,0,General Member,5.317889667375649,5.617342457957721
2,2,1,4,Watanabe,Superhero Game Planning,0,General Member,5.172640533503818,5.7266005928441785
2,2,1,5,Ito,Superhero Game Planning,0,General Member,5.490901120448741,5.684372869551902
2,2,1,6,Yamamoto,Superhero Game Planning,0,Department Leader,5.27821844,5.530866354558926
2,2,1,7,Nakamura,Slice of Life Game Planning,1,General Member,5.401965396,5.856845494943676
2,2,1,8,Kobayashi,Slice of Life Game Planning,1,General Member,5.397362956,5.391017998824189
2,2,1,9,Kato,Slice of Life Game Planning,1,General Member,5.388820163042072,5.625628525234994
2,2,1,10,Yoshida,Slice of Life Game Planning,1,General Member,5.3514559699504005,5.421468120603402
2,2,1,11,Yamada,Slice of Life Game Planning,1,General Member,5.441925776561449,5.676514723855036
2,2,1,12,Sasaki,Slice of Life Game Planning,1,General Member,5.074585327331363,4.763104095058816
2,2,1,13,Yamaguchi,Slice of Life Game Planning,1,Department Leader,5.350010919525466,5.538382221251582
2,2,2,0,Sato,Superhero Game Planning,0,General Member,5.432459132454645,5.764000204162507
2,2,2,1,Suzuki,Superhero Game Planning,0,General Member,5.3499217107514365,5.649778563792118
2,2,2,2,Takahashi,Superhero Game Planning,0,General Member,5.212343821039394,5.615413514663331
2,2,2,3,Tanaka,Superhero Game Planning,0,General Member,4.583589871341798,5.604946317
2,2,2,4,Watanabe,Superhero Game Planning,0,General Member,5.108769841983952,5.668007768339328
2,2,2,5,Ito,Superhero Game Planning,0,General Member,4.362909633630066,3.656281493614816
2,2,2,6,Yamamoto,Superhero Game Planning,0,Department Leader,5.192316625406558,5.627031568294866
2,2,2,7,Nakamura,Slice of Life Game Planning,1,General Member,5.312480807934749,5.395153650284331
2,2,2,8,Kobayashi,Slice of Life Game Planning,1,General Member,5.267356601,5.705468045656128
2,2,2,9,Kato,Slice of Life Game Planning,1,General Member,5.514917695578876,5.677534857
2,2,2,10,Yoshida,Slice of Life Game Planning,1,General Member,5.192446336829555,5.547454035851473
2,2,2,11,Yamada,Slice of Life Game Planning,1,General Member,5.317384852377366,5.6326129423683895
2,2,2,12,Sasaki,Slice of Life Game Planning,1,General Member,4.899231434,5.618739584564328
2,2,2,13,Yamaguchi,Slice of Life Game Planning,1,Department Leader,5.418851845682538,5.788238944798616
2,2,3,0,Sato,Superhero Game Planning,0,General Member,5.395506285085165,5.743748625534527
2,2,3,1,Suzuki,Superhero Game Planning,0,General Member,5.3715432986935125,5.789637714561238
2,2,3,2,Takahashi,Superhero Game Planning,0,General Member,5.270366409254592,5.122991046461057
2,2,3,3,Tanaka,Superhero Game Planning,0,General Member,5.262417110859798,5.695277200617908
2,2,3,4,Watanabe,Superhero Game Planning,0,General Member,5.125195286881206,5.797517122222871
2,2,3,5,Ito,Superhero Game Planning,0,General Member,5.210224312557451,5.671683722284828
2,2,3,6,Yamamoto,Superhero Game Planning,0,Department Leader,5.349793276049508,5.669353525918011
2,2,3,7,Nakamura,Slice of Life Game Planning,1,General Member,5.039622613148571,5.198099623061015
2,2,3,8,Kobayashi,Slice of Life Game Planning,1,General Member,4.704851720760846,2.945462177672247
2,2,3,9,Kato,Slice of Life Game Planning,1,General Member,5.362684151493087,5.610184286776091
2,2,3,10,Yoshida,Slice of Life Game Planning,1,General Member,5.369532640052333,5.210023719697714
2,2,3,11,Yamada,Slice of Life Game Planning,1,General Member,4.736679583353727,5.262728164628497
2,2,3,12,Sasaki,Slice of Life Game Planning,1,General Member,4.9634191351626855,5.519151657964542
2,2,3,13,Yamaguchi,Slice of Life Game Planning,1,Department Leader,5.360320331467038,5.747454511916777
2,2,4,0,Sato,Superhero Game Planning,0,General Member,5.150089605221714,4.686649354
2,2,4,1,Suzuki,Superhero Game Planning,0,General Member,5.266743488750418,5.428031222193032
2,2,4,2,Takahashi,Superhero Game Planning,0,General Member,5.246793023327627,5.188246575969027
2,2,4,3,Tanaka,Superhero Game Planning,0,General Member,5.128629792623389,4.873709746791192
2,2,4,4,Watanabe,Superhero Game Planning,0,General Member,5.237444737,4.370637607549098
2,2,4,5,Ito,Superhero Game Planning,0,General Member,4.992768037022915,5.0577234248430685
2,2,4,6,Yamamoto,Superhero Game Planning,0,Department Leader,5.303060547334137,5.555435278691061
2,2,4,7,Nakamura,Slice of Life Game Planning,1,General Member,5.168323384,5.424891092587176
2,2,4,8,Kobayashi,Slice of Life Game Planning,1,General Member,5.285150885156838,4.620568287245167
2,2,4,9,Kato,Slice of Life Game Planning,1,General Member,5.490613333928478,5.673239285640588
2,2,4,10,Yoshida,Slice of Life Game Planning,1,General Member,5.293479046421951,5.436009821556572
2,2,4,11,Yamada,Slice of Life Game Planning,1,General Member,5.408679649977951,5.772314658073769
2,2,4,12,Sasaki,Slice of Life Game Planning,1,General Member,5.250501329152772,5.673249893463471
2,2,4,13,Yamaguchi,Slice of Life Game Planning,1,Department Leader,5.429299530194691,5.685122058128433
2,2,5,0,Sato,Superhero Game Planning,0,General Member,5.367506878757768,5.406642291858222
2,2,5,1,Suzuki,Superhero Game Planning,0,General Member,5.468479106647819,5.7243764402818975
2,2,5,2,Takahashi,Superhero Game Planning,0,General Member,5.3056820431636105,5.722676491516601
2,2,5,3,Tanaka,Superhero Game Planning,0,General Member,4.934664147,5.107114553594368
2,2,5,4,Watanabe,Superhero Game Planning,0,General Member,5.247298660427475,5.702077023812143
2,2,5,5,Ito,Superhero Game Planning,0,General Member,5.233130925767092,5.573031837366972
2,2,5,6,Yamamoto,Superhero Game Planning,0,Department Leader,5.328634169711709,5.564145723
2,2,5,7,Nakamura,Slice of Life Game Planning,1,General Member,5.0808885712583765,5.625292043397899
2,2,5,8,Kobayashi,Slice of Life Game Planning,1,General Member,5.511220307478532,5.727549320186106
2,2,5,9,Kato,Slice of Life Game Planning,1,General Member,5.497049408855843,5.737877558419606
2,2,5,10,Yoshida,Slice of Life Game Planning,1,General Member,5.410701673711251,5.653722573773953
2,2,5,11,Yamada,Slice of Life Game Planning,1,General Member,5.350432497251649,5.218366232058324
2,2,5,12,Sasaki,Slice of Life Game Planning,1,General Member,5.326761893898943,5.690319227361851
2,2,5,13,Yamaguchi,Slice of Life Game Planning,1,Department Leader,4.998986690057825,4.546058902665278
2,2,6,0,Sato,Superhero Game Planning,0,General Member,4.704106500365683,4.009279266110723
2,2,6,1,Suzuki,Superhero Game Planning,0,General Member,5.120906545700055,3.789418426892716
2,2,6,2,Takahashi,Superhero Game Planning,0,General Member,5.483232042,5.706650990310987
2,2,6,3,Tanaka,Superhero Game Planning,0,General Member,5.286822037246009,5.709031376269296
2,2,6,4,Watanabe,Superhero Game Planning,0,General Member,5.0759043906059205,5.669550567713025
2,2,6,5,Ito,Superhero Game Planning,0,General Member,5.3062119008417366,5.325989332714997
2,2,6,6,Yamamoto,Superhero Game Planning,0,Department Leader,5.336382862020578,5.705834659181538
2,2,6,7,Nakamura,Slice of Life Game Planning,1,General Member,4.268136829082444,3.6729118809309376
2,2,6,8,Kobayashi,Slice of Life Game Planning,1,General Member,5.2953604899148345,5.2763971119650055
2,2,6,9,Kato,Slice of Life Game Planning,1,General Member,5.372299599633645,5.908969788757909
2,2,6,10,Yoshida,Slice of Life Game Planning,1,General Member,4.521216582659148,3.307435225129951
2,2,6,11,Yamada,Slice of Life Game Planning,1,General Member,5.440197888557209,5.593505577965805
2,2,6,12,Sasaki,Slice of Life Game Planning,1,General Member,5.4686432014287005,5.150215027449284
2,2,6,13,Yamaguchi,Slice of Life Game Planning,1,Department Leader,5.401833598032044,5.7877054114759705
2,2,7,0,Sato,Superhero Game Planning,0,General Member,5.395584786484009,5.732708406383647
2,2,7,1,Suzuki,Superhero Game Planning,0,General Member,5.256988134141335,5.697596641272679
2,2,7,2,Takahashi,Superhero Game Planning,0,General Member,5.4959945121474165,5.657913851470504
2,2,7,3,Tanaka,Superhero Game Planning,0,General Member,5.078537595910829,5.671376287986755
2,2,7,4,Watanabe,Superhero Game Planning,0,General Member,5.300259917713613,5.593882997
2,2,7,5,Ito,Superhero Game Planning,0,General Member,5.230034813,5.671563917647767
2,2,7,6,Yamamoto,Superhero Game Planning,0,Department Leader,5.379961756425817,5.586967914176344
2,2,7,7,Nakamura,Slice of Life Game Planning,1,General Member,4.496962427019502,4.221386206268473
2,2,7,8,Kobayashi,Slice of Life Game Planning,1,General Member,4.829744142,3.497985345286758
2,2,7,9,Kato,Slice of Life Game Planning,1,General Member,5.421200038597408,5.731164742908074
2,2,7,10,Yoshida,Slice of Life Game Planning,1,General Member,5.204299004343347,4.947903155339026
2,2,7,11,Yamada,Slice of Life Game Planning,1,General Member,4.947884456,5.487584928071845
2,2,7,12,Sasaki,Slice of Life Game Planning,1,General Member,5.241192918669325,5.553295350004861
2,2,7,13,Yamaguchi,Slice of Life Game Planning,1,Department Leader,5.356881376128672,5.533509454712288
2,2,8,0,Sato,Superhero Game Planning,0,General Member,5.407355454855001,5.610648787481795
2,2,8,1,Suzuki,Superhero Game Planning,0,General Member,3.4125629937516746,3.161138667568075
2,2,8,2,Takahashi,Superhero Game Planning,0,General Member,4.363107127332776,4.281264937221127
2,2,8,3,Tanaka,Superhero Game Planning,0,General Member,3.339464105522812,3.360814047435785
2,2,8,4,Watanabe,Superhero Game Planning,0,General Member,4.921321591032439,4.161704683317655
2,2,8,5,Ito,Superhero Game Planning,0,General Member,4.877715493881664,3.692970058469193
2,2,8,6,Yamamoto,Superhero Game Planning,0,Department Leader,3.963681606946294,3.893634718523345
2,2,8,7,Nakamura,Slice of Life Game Planning,1,General Member,5.371484852178753,5.720459971013117
2,2,8,8,Kobayashi,Slice of Life Game Planning,1,General Member,4.995265295370879,5.268098034425337
2,2,8,9,Kato,Slice of Life Game Planning,1,General Member,5.221364145404717,5.496093710831321
2,2,8,10,Yoshida,Slice of Life Game Planning,1,General Member,4.051486152281831,3.691003869534132
2,2,8,11,Yamada,Slice of Life Game Planning,1,General Member,3.723054020920282,3.2970184702412864
2,2,8,12,Sasaki,Slice of Life Game Planning,1,General Member,3.500810221193846,3.052093846467014
2,2,8,13,Yamaguchi,Slice of Life Game Planning,1,Department Leader,3.4162057657991283,3.2010727344474628
3,3,1,0,Sato,Superhero Game Planning,0,General Member,5.3723800712057015,5.575561012841009
3,3,1,1,Suzuki,Superhero Game Planning,0,General Member,5.444657015499877,5.795940418936958
3,3,1,2,Takahashi,Superhero Game Planning,0,General Member,4.825202943131642,5.297644114547914
3,3,1,3,Tanaka,Superhero Game Planning,0,General Member,5.037652332366736,5.690057201589767
3,3,1,4,Watanabe,Superhero Game Planning,0,General Member,5.070784193744805,5.4979511085309865
3,3,1,5,Ito,Superhero Game Planning,0,General Member,5.220944187138451,5.850012041545561
3,3,1,6,Yamamoto,Superhero Game Planning,0,Department Leader,5.18556926,5.6572543115013945
3,3,1,7,Nakamura,Slice of Life Game Planning,1,General Member,5.522681785542328,5.502980843065565
3,3,1,8,Kobayashi,Slice of Life Game Planning,1,General Member,5.317368806607232,5.668600911899817
3,3,1,9,Kato,Slice of Life Game Planning,1,General Member,5.022180544457799,5.708009351579699
3,3,1,10,Yoshida,Slice of Life Game Planning,1,General Member,5.359465829760447,5.629390898
3,3,1,11,Yamada,Slice of Life Game Planning,1,General Member,5.33735121,5.697806993609963
3,3,1,12,Sasaki,Slice of Life Game Planning,1,General Member,5.103551366552492,5.507265600187014
3,3,1,13,Yamaguchi,Slice of Life Game Planning,1,Department Leader,5.360997476,5.414828568877771
3,3,2,0,Sato,Superhero Game Planning,0,General Member,5.350604522314377,5.268238462768635
3,3,2,1,Suzuki,Superhero Game Planning,0,General Member,4.986846435331833,5.698909388297728
3,3,2,2,Takahashi,Superhero Game Planning,0,General Member,5.189772544253256,5.658940287
3,3,2,3,Tanaka,Superhero Game Planning,0,General Member,5.254098272578175,5.375682374
3,3,2,4,Watanabe,Superhero Game Planning,0,General Member,5.181145129,5.682388511557151
3,3,2,5,Ito,Superhero Game Planning,0,General Member,5.381470089,4.887449628028231
3,3,2,6,Yamamoto,Superhero Game Planning,0,Department Leader,5.405170037853722,5.764578955510274
3,3,2,7,Nakamura,Slice of Life Game Planning,1,General Member,5.3665489380562095,5.478072003743763
3,3,2,8,Kobayashi,Slice of Life Game Planning,1,General Member,5.474386349344277,5.779227297480883
3,3,2,9,Kato,Slice of Life Game Planning,1,General Member,4.892387996113212,4.421406464574503
3,3,2,10,Yoshida,Slice of Life Game Planning,1,General Member,5.041961975461675,5.748532902337119
3,3,2,11,Yamada,Slice of Life Game Planning,1,General Member,5.226200687647935,5.351679172095356
3,3,2,12,Sasaki,Slice of Life Game Planning,1,General Member,5.072059695723354,5.572873880351759
3,3,2,13,Yamaguchi,Slice of Life Game Planning,1,Department Leader,5.463524119370947,5.468215748319198
3,3,3,0,Sato,Superhero Game Planning,0,General Member,4.920931683085575,4.004314112274942
3,3,3,1,Suzuki,Superhero Game Planning,0,General Member,5.040817216838626,5.578482353728322
3,3,3,2,Takahashi,Superhero Game Planning,0,General Member,5.049012022743845,5.593505218321637
3,3,3,3,Tanaka,Superhero Game Planning,0,General Member,4.223167195751079,4.628176050039972
3,3,3,4,Watanabe,Superhero Game Planning,0,General Member,5.423226875491861,5.436275757237162
3,3,3,5,Ito,Superhero Game Planning,0,General Member,4.798972761324197,3.397024489549209
3,3,3,6,Yamamoto,Superhero Game Planning,0,Department Leader,5.361012162920447,5.632117541
3,3,3,7,Nakamura,Slice of Life Game Planning,1,General Member,5.188629056984033,5.337255713168834
3,3,3,8,Kobayashi,Slice of Life Game Planning,1,General Member,5.242284430886518,5.512346137501671
3,3,3,9,Kato,Slice of Life Game Planning,1,General Member,5.284288147690872,5.508953139964966
3,3,3,10,Yoshida,Slice of Life Game Planning,1,General Member,5.446634737327412,5.700096401507221
3,3,3,11,Yamada,Slice of Life Game Planning,1,General Member,5.263269233867003,5.530878577169643
3,3,3,12,Sasaki,Slice of Life Game Planning,1,General Member,5.263543290347653,5.562076908688855
3,3,3,13,Yamaguchi,Slice of Life Game Planning,1,Department Leader,5.389283318410133,5.150116433106145
3,3,4,0,Sato,Superhero Game Planning,0,General Member,5.389444860542006,5.6036539742415945
3,3,4,1,Suzuki,Superhero Game Planning,0,General Member,4.750373365648152,5.566527032413111
3,3,4,2,Takahashi,Superhero Game Planning,0,General Member,5.159083075813928,5.554731460825693
3,3,4,3,Tanaka,Superhero Game Planning,0,General Member,5.320707255915555,5.616849882230998
3,3,4,4,Watanabe,Superhero Game Planning,0,General Member,5.359618699848538,5.554596267374556
3,3,4,5,Ito,Superhero Game Planning,0,General Member,4.395677419805819,3.028270043644293
3,3,4,6,Yamamoto,Superhero Game Planning,0,Department Leader,4.890703271129862,5.494187335343748
3,3,4,7,Nakamura,Slice of Life Game Planning,1,General Member,5.254730418925491,5.567939135404503
3,3,4,8,Kobayashi,Slice of Life Game Planning,1,General Member,5.080236016316066,5.768802758910149
3,3,4,9,Kato,Slice of Life Game Planning,1,General Member,5.162449446285926,5.785169344448084
3,3,4,10,Yoshida,Slice of Life Game Planning,1,General Member,5.365877713796417,5.591445724895797
3,3,4,11,Yamada,Slice of Life Game Planning,1,General Member,5.389850462603851,5.708784257217642
3,3,4,12,Sasaki,Slice of Life Game Planning,1,General Member,4.569284075,5.265003323526125
3,3,4,13,Yamaguchi,Slice of Life Game Planning,1,Department Leader,5.217324881,5.370385702501166
3,3,5,0,Sato,Superhero Game Planning,0,General Member,4.481970549729854,3.808935112799354
3,3,5,1,Suzuki,Superhero Game Planning,0,General Member,4.919337656827131,4.473160577744393
3,3,5,2,Takahashi,Superhero Game Planning,0,General Member,5.5019028324726005,5.707332866
3,3,5,3,Tanaka,Superhero Game Planning,0,General Member,5.169564212902377,5.161241474712391
3,3,5,4,Watanabe,Superhero Game Planning,0,General Member,5.294792510272634,5.773054663416824
3,3,5,5,Ito,Superhero Game Planning,0,General Member,4.855299376544442,4.449203371538474
3,3,5,6,Yamamoto,Superhero Game Planning,0,Department Leader,5.1367333510783535,5.659612363710275
3,3,5,7,Nakamura,Slice of Life Game Planning,1,General Member,5.363430025,5.397992674724273
3,3,5,8,Kobayashi,Slice of Life Game Planning,1,General Member,5.135427184435156,5.343132632313676
3,3,5,9,Kato,Slice of Life Game Planning,1,General Member,5.439332712733414,5.572667460547924
3,3,5,10,Yoshida,Slice of Life Game Planning,1,General Member,5.014835525067529,3.7273593394614006
3,3,5,11,Yamada,Slice of Life Game Planning,1,General Member,5.137321804587893,5.011754334
3,3,5,12,Sasaki,Slice of Life Game Planning,1,General Member,4.998788400764922,4.851309203465193
3,3,5,13,Yamaguchi,Slice of Life Game Planning,1,Department Leader,4.628666776769076,3.600290216179126
3,3,6,0,Sato,Superhero Game Planning,0,General Member,3.643357058485728,2.814479589432004
3,3,6,1,Suzuki,Superhero Game Planning,0,General Member,4.951451598723374,4.613695442823577
