run_id,pattern_id,range,modularity_q,dept0_split,dept1_split
9,1,turn5to8,0.5757334183673469,2,2
9,1,turn6to6,0.7857142857142857,2,3
9,1,turn6to7,0.7181122448979592,2,3
9,1,turn6to8,0.6465419501133787,2,3
9,1,turn7to7,0.7857142857142857,2,3
9,1,turn7to8,0.6434948979591837,2,3
9,1,turn8to8,0.645408163265306,2,2
10,2,turn1to1,0.7244897959183674,2,2
10,2,turn1to2,0.7130102040816327,2,3
10,2,turn1to3,0.6986961451247165,2,3
10,2,turn1to4,0.6816007653061225,2,3
10,2,turn1to5,0.6846938775510203,2,3
10,2,turn1to6,0.6771541950113378,2,3
10,2,turn1to7,0.6674302374010829,2,2
10,2,turn1to8,0.6648198341836734,2,2
10,2,turn2to2,0.826530612244898,3,3
10,2,turn2to3,0.7315051020408163,2,3
10,2,turn2to4,0.6969954648526078,2,3
10,2,turn2to5,0.696906887755102,2,3
10,2,turn2to6,0.6855102040816327,2,3
10,2,turn2to7,0.6852324263038548,2,2
10,2,turn2to8,0.6797688463140357,2,2
10,2,turn3to3,0.7653061224489797,2,3
10,2,turn3to4,0.7040816326530612,2,2
10,2,turn3to5,0.7040816326530612,2,2
10,2,turn3to6,0.6898915816326531,2,2
10,2,turn3to7,0.6927551020408164,2,2
10,2,turn3to8,0.6850907029478458,2,2
10,2,turn4to4,0.7653061224489796,3,2
10,2,turn4to5,0.7264030612244898,3,2
10,2,turn4to6,0.6913265306122449,3,2
10,2,turn4to7,0.6898915816326531,2,2
10,2,turn4to8,0.6812244897959183,2,2
10,2,turn5to5,0.7040816326530612,2,2
10,2,turn5to6,0.6855867346938775,2,2
10,2,turn5to7,0.6850907029478458,2,2
10,2,turn5to8,0.6753826530612245,2,2
10,2,turn6to6,0.7244897959183674,2,2
10,2,turn6to7,0.6753826530612245,2,2
10,2,turn6to8,0.6655328798185941,2,2
10,2,turn7to7,0.7040816326530612,2,2
10,2,turn7to8,0.6753826530612245,2,2
10,2,turn8to8,0.7040816326530612,2,2
11,3,turn1to1,0.826530612244898,3,3
11,3,turn1to2,0.7206632653061225,3,3
11,3,turn1to3,0.6232993197278911,3,3
11,3,turn1to4,0.6251594387755102,2,3
11,3,turn1to5,0.5840816326530611,2,3
11,3,turn1to6,0.5761054421768708,2,3
11,3,turn1to7,0.5872553102873803,2,3
11,3,turn1to8,0.6072225765306123,2,3
11,3,turn2to2,0.7959183673469388,3,3
11,3,turn2to3,0.649234693877551,3,3
11,3,turn2to4,0.6193310657596373,2,3
11,3,turn2to5,0.5701530612244898,2,3
11,3,turn2to6,0.5518367346938776,2,3
11,3,turn2to7,0.571641156462585,2,3
11,3,turn2to8,0.6025093710953769,2,3
11,3,turn3to3,0.6454081632653061,2,3
11,3,turn3to4,0.680484693877551,2,3
11,3,turn3to5,0.6218820861678004,2,3
11,3,turn3to6,0.5750956632653061,2,3
11,3,turn3to7,0.5896938775510205,1,3
11,3,turn3to8,0.619968820861678,2,3
11,3,turn4to4,0.7857142857142857,2,3
11,3,turn4to5,0.6830357142857143,2,3
11,3,turn4to6,0.6003401360544218,2,3
11,3,turn4to7,0.6136798469387754,2,3
11,3,turn4to8,0.6324489795918367,2,3
11,3,turn5to5,0.7857142857142857,2,3
11,3,turn5to6,0.6415816326530612,2,3
11,3,turn5to7,0.66156462585034,2,3
11,3,turn5to8,0.6551339285714286,2,3
11,3,turn6to6,0.7040816326530612,2,2
11,3,turn6to7,0.6683673469387754,2,3
11,3,turn6to8,0.6805555555555556,2,3
11,3,turn7to7,0.826530612244898,3,3
11,3,turn7to8,0.7901785714285714,3,3
11,3,turn8to8,0.7857142857142857,2,3
12,4,turn1to1,0.7653061224489797,3,3
12,4,turn1to2,0.7047193877551019,3,2
12,4,turn1to3,0.6831065759637189,3,3
12,4,turn1to4,0.7034438775510204,3,3
12,4,turn1to5,0.7139795918367348,3,3
12,4,turn1to6,0.6772250566893425,3,2
12,4,turn1to7,0.6720116618075802,3,2
12,4,turn1to8,0.67578125,3,2
12,4,turn2to2,0.7857142857142857,3,2
12,4,turn2to3,0.728954081632653,2,3
12,4,turn2to4,0.7548185941043084,3,3
12,4,turn2to5,0.7394770408163266,3,3
12,4,turn2to6,0.6862244897959183,3,3
12,4,turn2to7,0.6666666666666667,3,2
12,4,turn2to8,0.6808621407746772,3,2
12,4,turn3to3,0.7653061224489797,2,3
12,4,turn3to4,0.7876275510204082,3,3
12,4,turn3to5,0.7565192743764173,3,3
12,4,turn3to6,0.6857461734693878,3,3
12,4,turn3to7,0.671938775510204,3,2
12,4,turn3to8,0.6875708616780045,3,2
12,4,turn4to4,0.826530612244898,3,3
12,4,turn4to5,0.7589285714285715,3,3
12,4,turn4to6,0.709750566893424,3,3
12,4,turn4to7,0.7208227040816326,3,3
12,4,turn4to8,0.726530612244898,3,3
12,4,turn5to5,0.7653061224489796,3,2
12,4,turn5to6,0.7181122448979591,3,2
12,4,turn5to7,0.7409297052154195,3,2
12,4,turn5to8,0.735172193877551,3,2
12,4,turn6to6,0.7857142857142857,3,2
12,4,turn6to7,0.7857142857142857,3,2
12,4,turn6to8,0.7633219954648526,3,2
12,4,turn7to7,0.7857142857142857,3,2
12,4,turn7to8,0.7519132653061225,3,2
12,4,turn8to8,0.7653061224489796,3,2
13,1,turn1to1,0.7040816326530612,2,2
13,1,turn1to2,0.5510204081632654,1,2
13,1,turn1to3,0.5498866213151927,2,2
13,1,turn1to4,0.5,1,1
13,1,turn1to5,0.5479591836734694,2,2
13,1,turn1to6,0.5693735827664399,2,2
13,1,turn1to7,0.5546126613910871,2,2
13,1,turn1to8,0.5522161989795918,2,2
13,1,turn2to2,0.645408163265306,2,2
13,1,turn2to3,0.6434948979591837,3,2
13,1,turn2to4,0.5430839002267573,2,2
13,1,turn2to5,0.5682397959183674,2,2
13,1,turn2to6,0.5898979591836735,2,2
13,1,turn2to7,0.5693735827664399,2,2
13,1,turn2to8,0.5645564348188254,2,2
13,1,turn3to3,0.6760204081632654,2,2
13,1,turn3to4,0.5682397959183674,2,2
13,1,turn3to5,0.6048752834467119,2,2
13,1,turn3to6,0.6229272959183674,2,2
13,1,turn3to7,0.5915306122448979,2,2
13,1,turn3to8,0.5820578231292517,2,2
13,1,turn4to4,0.6224489795918368,1,2
13,1,turn4to5,0.6396683673469388,2,2
13,1,turn4to6,0.627267573696145,2,2
13,1,turn4to7,0.5872130102040816,2,2
13,1,turn4to8,0.576734693877551,2,2
13,1,turn5to5,0.7448979591836735,2,2
13,1,turn5to6,0.7110969387755102,2,2
13,1,turn5to7,0.6295351473922902,2,2
13,1,turn5to8,0.6058673469387755,2,2
13,1,turn6to6,0.6760204081632653,2,2
13,1,turn6to7,0.6058673469387755,2,2
13,1,turn6to8,0.5589569160997732,2,2
13,1,turn7to7,0.6760204081632654,2,2
13,1,turn7to8,0.5561224489795917,2,2
13,1,turn8to8,0.6760204081632654,2,2
14,2,turn1to1,0.6658163265306122,2,2
14,2,turn1to2,0.6141581632653061,2,2
14,2,turn1to3,0.6094104308390023,2,2
14,2,turn1to4,0.5636160714285714,1,2
14,2,turn1to5,0.5298979591836734,1,2
14,2,turn1to6,0.5373441043083901,2,2
14,2,turn1to7,0.5558621407746772,2,2
14,2,turn1to8,0.5617426658163265,2,2
14,2,turn2to2,0.7653061224489796,3,2
14,2,turn2to3,0.6415816326530612,2,2
14,2,turn2to4,0.5433673469387754,1,2
14,2,turn2to5,0.5065369897959184,1,2
14,2,turn2to6,0.5133673469387755,2,3
14,2,turn2to7,0.53734410430839,2,2
14,2,turn2to8,0.5466992919616827,2,2
14,2,turn3to3,0.663265306122449,1,3
14,2,turn3to4,0.5707908163265307,2,3
14,2,turn3to5,0.5456349206349206,2,3
14,2,turn3to6,0.5690369897959183,2,3
14,2,turn3to7,0.568469387755102,2,2
14,2,turn3to8,0.5741921768707483,2,2
14,2,turn4to4,0.6658163265306122,2,2
14,2,turn4to5,0.5835459183673469,2,2
14,2,turn4to6,0.5717120181405895,2,3
14,2,turn4to7,0.579559948979592,2,2
14,2,turn4to8,0.5841836734693877,2,2
14,2,turn5to5,0.5943877551020408,2,2
14,2,turn5to6,0.6218112244897959,3,3
14,2,turn5to7,0.5756802721088434,2,2
14,2,turn5to8,0.5824298469387755,2,2
14,2,turn6to6,0.7653061224489797,3,3
14,2,turn6to7,0.6345663265306123,2,2
14,2,turn6to8,0.6238662131519275,2,2
14,2,turn7to7,0.6760204081632653,2,2
14,2,turn7to8,0.6734693877551021,2,2
14,2,turn8to8,0.6658163265306122,2,2
15,3,turn1to1,0.7448979591836735,2,2
15,3,turn1to2,0.6320153061224489,2,2
15,3,turn1to3,0.5566893424036281,2,2
15,3,turn1to4,0.5470344387755103,2,2
15,3,turn1to5,0.5580612244897959,2,2
15,3,turn1to6,0.5286281179138321,2,2
15,3,turn1to7,0.5279571012078301,2,1
15,3,turn1to8,0.5121173469387755,2,1
15,3,turn2to2,0.7448979591836735,2,2
15,3,turn2to3,0.600765306122449,2,2
15,3,turn2to4,0.5702947845804989,1,2
15,3,turn2to5,0.5674426020408163,1,2
15,3,turn2to6,0.5270408163265305,2,2
15,3,turn2to7,0.5121173469387755,2,1
15,3,turn2to8,0.5,1,1
15,3,turn3to3,0.645408163265306,2,2
15,3,turn3to4,0.6020408163265306,1,2
15,3,turn3to5,0.5544217687074829,1,2
15,3,turn3to6,0.5,1,1
15,3,turn3to7,0.5024489795918368,2,1
15,3,turn3to8,0.5,1,1
15,3,turn4to4,0.6147959183673469,2,2
15,3,turn4to5,0.5637755102040817,2,2
15,3,turn4to6,0.5226757369614512,2,1
15,3,turn4to7,0.5279017857142857,2,1
15,3,turn4to8,0.5024489795918368,2,1
15,3,turn5to5,0.596938775510204,2,2
15,3,turn5to6,0.5605867346938775,2,2
15,3,turn5to7,0.5481859410430838,2,2
15,3,turn5to8,0.5164221938775511,2,2
15,3,turn6to6,0.7244897959183674,2,2
15,3,turn6to7,0.596938775510204,2,2
15,3,turn6to8,0.5354308390022676,1,2
15,3,turn7to7,0.6454081632653061,2,2
15,3,turn7to8,0.6020408163265306,1,2
15,3,turn8to8,0.6020408163265306,1,2
16,4,turn1to1,0.826530612244898,3,3
16,4,turn1to2,0.6651785714285715,2,3
16,4,turn1to3,0.6267006802721089,2,3
16,4,turn1to4,0.6412627551020409,2,3
16,4,turn1to5,0.6702040816326531,3,3
16,4,turn1to6,0.6834608843537414,3,3
16,4,turn1to7,0.6725322782174095,3,3
16,4,turn1to8,0.6415417729591837,2,2
16,4,turn2to2,0.6403061224489796,2,3
16,4,turn2to3,0.6103316326530612,2,2
16,4,turn2to4,0.63718820861678,3,3
16,4,turn2to5,0.6846301020408164,3,3
16,4,turn2to6,0.6976530612244898,3,3
16,4,turn2to7,0.6860119047619048,3,2
16,4,turn2to8,0.6505102040816326,3,2
16,4,turn3to3,0.7653061224489796,3,2
16,4,turn3to4,0.7244897959183674,3,3
16,4,turn3to5,0.7590702947845805,3,3
16,4,turn3to6,0.7573341836734694,3,3
16,4,turn3to7,0.7273469387755103,3,3
16,4,turn3to8,0.6771541950113378,3,2
16,4,turn4to4,0.7653061224489796,3,2
16,4,turn4to5,0.7927295918367347,3,3
16,4,turn4to6,0.7786281179138322,3,3
16,4,turn4to7,0.7356505102040817,3,3
16,4,turn4to8,0.6724489795918368,3,2
16,4,turn5to5,0.826530612244898,3,3
16,4,turn5to6,0.7876275510204082,3,3
16,4,turn5to7,0.7395124716553287,3,2
16,4,turn5to8,0.662468112244898,3,2
16,4,turn6to6,0.7653061224489796,3,2
16,4,turn6to7,0.7264030612244898,3,2
16,4,turn6to8,0.6451247165532881,2,2
16,4,turn7to7,0.7040816326530612,2,2
16,4,turn7to8,0.6326530612244898,2,2
16,4,turn8to8,0.6147959183673469,2,2
17,1,turn1to1,0.826530612244898,3,3
17,1,turn1to2,0.7066326530612244,3,2
17,1,turn1to3,0.6179138321995465,2,2
17,1,turn1to4,0.5663265306122449,2,1
17,1,turn1to5,0.526938775510204,2,1
17,1,turn1to6,0.5396825396825398,2,1
17,1,turn1to7,0.52457309454394,2,1
17,1,turn1to8,0.5270647321428572,2,1
17,1,turn2to2,0.7857142857142858,3,2
17,1,turn2to3,0.6020408163265306,2,1
17,1,turn2to4,0.5544217687074829,2,1
17,1,turn2to5,0.5076530612244898,2,1
17,1,turn2to6,0.526938775510204,2,1
17,1,turn2to7,0.5116213151927438,2,1
17,1,turn2to8,0.5,1,1
17,1,turn3to3,0.645408163265306,2,2
17,1,turn3to4,0.6141581632653061,2,2
17,1,turn3to5,0.5272108843537415,2,1
17,1,turn3to6,0.5293367346938775,2,2
17,1,turn3to7,0.5,1,1
17,1,turn3to8,0.5135345804988661,2,2
17,1,turn4to4,0.7448979591836735,2,2
17,1,turn4to5,0.596938775510204,2,3
17,1,turn4to6,0.584467120181406,2,2
17,1,turn4to7,0.5227997448979591,1,2
17,1,turn4to8,0.555204081632653,2,2
17,1,turn5to5,0.6658163265306122,2,2
17,1,turn5to6,0.5427295918367347,2,2
17,1,turn5to7,0.5158730158730158,1,2
17,1,turn5to8,0.5463966836734694,2,2
17,1,turn6to6,0.645408163265306,2,2
17,1,turn6to7,0.5146683673469388,2,2
17,1,turn6to8,0.5606575963718821,2,2
17,1,turn7to7,0.586734693877551,2,2
17,1,turn7to8,0.603954081632653,2,2
