run_id,agent_id,pattern_id,dept_id,dept_name,score_Q01,score_Q02,score_Q03,score_Q04,score_Q05,score_Q06,score_Q07,score_Q08,score_Q09,score_Q10,score_Q11,score_Q12,score_Q13,score_Q14,score_Q15,score_Q16,score_Q17,score_Q18,score_Q19,score_Q20,score_Q21,score_Q22,score_Q23,score_ave_all
1,10,1,1,Slice of Life Game Planning,5.142321063436341,5.189655808439035,4.696829570010874,5.5621734557881215,5.3259309247147755,4.6114110816582174,5.7252991880259,5.682360401077052,5.6982556515063845,5.256964411247068,5.222981320733294,5.2201753145773,5.503919099432383,5.349898842596968,5.009744479850572,5.8236829524844795,5.189303296813456,5.238137945225491,4.3186806539238525,5.653662824596178,5.750484488092954,5.601497146152969,5.427847216089411,5.31309639723796
1,11,1,1,Slice of Life Game Planning,4.953110579347394,5.043185804083919,5.321339056547141,5.544074582378663,5.546931353650752,5.298764848321872,5.777351194766622,5.774051760609536,5.835094588971654,5.302606731462607,5.238733658628983,5.552009666468951,5.664743355357892,5.656345154437515,5.354456305378967,5.822529383267646,5.188447495546096,5.373192299437797,4.007631276009562,5.737023413939841,5.801293689771754,5.721080682188813,5.501787208176717,5.435468873423944
1,12,1,1,Slice of Life Game Planning,4.721725818719429,4.59535185641319,4.225278664534507,5.012578457491311,5.587830643991916,4.838214354860657,5.672741145564583,5.482694445962463,5.5697056968317264,5.13870830231511,4.597133365053093,5.071305160222067,5.5089158839936045,5.258665378759882,4.731012979454223,5.700118333132499,4.650117782005729,5.123529944303033,3.899921876303005,5.42150980816616,5.224900796918497,5.369711505134719,4.977515886100155,5.059964699401371
1,13,1,1,Slice of Life Game Planning,4.396211797785991,4.907055583012346,4.644625099485722,5.582892887784101,5.24498786965868,5.269758733490269,5.60202054353425,5.707755039667621,5.7148461485585464,5.197766335577719,5.295126816230368,4.682392458308605,5.600412249849356,5.520854121017793,5.276406672861594,5.678702572774729,4.527904060634787,5.171193422655058,3.9583993955058343,4.554290479903937,5.619390013374621,5.284041171556577,4.82370059652961,5.141771046511223
2,0,2,0,Superhero Game Planning,5.319199480689377,5.214185146138886,5.510144088681927,5.634089086722604,5.423024296414898,4.75744769449416,5.774185928267098,5.726154366621369,5.512453059914774,5.137522834728413,5.256370274215723,5.334481906121528,5.654289394123937,5.235983637905942,5.3228608864686695,5.577380246505419,4.254446240775592,5.317402822546162,3.8611709923283284,5.390424817824126,5.32621173357002,5.504703369455621,5.067228724837321,5.265711349102256
2,1,2,0,Superhero Game Planning,4.456307184651182,5.229566786546709,5.044395699956194,5.199716466007202,5.040084669083866,5.196564222474427,5.392827758333873,5.728228660002648,5.44430756642223,4.799345928923891,5.208528407392018,5.284967311144257,5.2940291777283575,4.954508893932111,5.071201435842431,5.374581387125726,4.503131797384658,5.216518715970663,3.8326161443385334,4.923605923554851,4.9414479367837005,5.410000101981945,5.213479963633915,5.076520093009365
2,2,2,0,Superhero Game Planning,5.027920321664814,5.114978678827484,4.956296684800982,5.195723164793208,5.3384660732063605,5.167822654739307,5.743379287538032,5.576149121412678,5.4084147148884085,5.009431603414961,5.2260645291010475,5.376713365735053,5.719364193003363,5.461248387524476,4.951807052863218,5.348059443713723,4.929779189522515,4.994242840081541,4.100880773894325,5.471454312242035,5.393444001149654,5.759700540997846,4.814197364110729,5.221110360835902
2,3,2,0,Superhero Game Planning,4.569180003864792,4.143839381943025,4.647595048592446,5.23407787315427,5.177605226247417,4.7432383648451735,5.388429952115599,5.209761994065747,5.539278859741231,4.844171788875867,4.908669180218217,4.42882541466366,5.008633811337144,5.148324561178235,4.697522656282522,5.511860455777367,4.214778276787889,5.259388641046337,3.7883525383283096,5.077716172827852,5.467007568395118,5.578222517590669,4.6968597350672905,4.9253626096933125
2,4,2,0,Superhero Game Planning,4.706156082123767,5.065529196048592,4.602788617984596,5.245405745684659,5.29044131480122,4.567558704164271,5.6146864819947755,5.451947979308534,5.551138225371415,5.055219823238851,5.535015711462966,5.249674773376768,5.493932214843699,5.572516228848122,4.957078921194487,5.752920479401743,4.829637006720813,5.1971384122979085,4.08469710994698,5.5792780861194675,5.539665033410719,5.342565333832402,4.88348072790389,5.181237922177419
2,5,2,0,Superhero Game Planning,4.929790853951641,4.942681725126825,5.303672003323944,5.572470476551471,5.1533098878147845,4.986503299465302,5.035941375024082,5.225963139500459,5.135403840962956,5.048974423668306,4.8591112353385055,5.548333547176654,5.238769386965655,5.010365585031626,5.106729692646396,5.421038021840537,4.683918633460314,5.113098738558592,4.355677697482648,5.076909494869781,5.219982119296828,4.990842040957867,4.879074673122296,5.079937473571194
2,6,2,0,Superhero Game Planning,4.810833248508556,4.881293291201898,5.301494535190784,5.465830498420152,5.0385452928282,5.266923073938336,5.643960712913823,5.372140590892082,5.925631247039672,5.045761329486996,5.050722073793159,5.130118933520322,5.36072809265927,5.135988768476576,5.043007968301017,5.79348772656116,4.438492841705027,5.430105645380926,3.5535511785824463,5.580030872134069,5.381354481378374,5.3789935045980695,5.226256013283452,5.185010953078015
2,7,2,1,Slice of Life Game Planning,5.003945313396713,5.268602602664888,5.221992112893558,5.045175390951599,5.074503533001952,4.983734328451259,5.277990272022081,5.09743232791128,5.179138934683852,4.788900980001776,5.446395346207863,5.084167545805723,4.877541318571287,5.013412524494873,5.207461993444136,5.512980951081379,4.524651482506133,4.886952113757346,3.8372000179034145,4.841416547660399,5.306381595476543,5.229950108743269,5.1797717293631,5.038682568304106
2,8,2,1,Slice of Life Game Planning,4.506537920061714,5.169380627349389,4.960331392652625,4.857334138147835,5.40687302533544,5.222589594968922,5.667032565684549,5.550162506615914,5.457729779544588,5.243782467703088,5.022854459771129,5.181872950371368,5.458134289746102,5.616564122035735,5.067995175645096,5.85451284214973,4.440134946220049,5.130183760548205,4.240985380630226,4.327955848264205,5.014760879393709,4.979166718098503,4.894389714874054,5.098750656774441
2,9,2,1,Slice of Life Game Planning,4.766813609770605,5.504490919371271,5.756133803121047,5.644217747946327,5.596956445879111,5.093214672624625,5.678107122212655,5.69429951284001,5.757514270413978,5.298523911675554,5.44996298629135,5.5166919208880145,5.694054681711068,5.435232922759063,5.3012302241023175,5.854973611092157,5.034829434381253,5.365785920490021,4.320719056698129,5.764530979286075,5.670293715461212,5.59516198442095,5.700359698460919,5.456265180517292
2,10,2,1,Slice of Life Game Planning,4.7578645463331375,5.026014051183613,4.929033270867878,5.096989909917783,5.500131160142951,4.824437570528828,5.328175890507543,4.974447185030483,5.0618173321046775,5.151865259750657,5.1358333932020255,5.1027175793495125,5.178991143857146,5.552834477735894,5.005168865473195,5.581295829936772,4.549000332352073,5.462733994017147,3.7178645475519994,5.04354249668299,4.969762005425608,5.109832056098828,4.484373702535685,5.023683765242888
2,11,2,1,Slice of Life Game Planning,5.2730637236100355,4.932760214250888,4.830378165732435,4.943664966021272,4.872857518990704,4.937085319933368,5.2977936794121945,5.37001816304911,5.660441036290969,4.659348068053379,4.774865698960853,5.0979092258034155,5.251529385428702,5.651365774383015,5.342824606095585,5.423279568258058,4.250941608531137,5.3707792541572275,3.9289109950008365,4.97891018911602,5.327365068240382,5.4015758794779805,5.262471711797095,5.0800060791562895
2,12,2,1,Slice of Life Game Planning,4.83292764588505,4.8829793668520765,4.230915171357831,4.968391175377909,5.246465738647588,5.302779407950311,5.454595324352679,5.556010474978672,5.4931510722116705,4.676902290748541,4.59820945000299,5.030655431208842,5.154732050987877,5.3079810348219025,4.365705989426095,5.476006717174581,4.52906291642377,5.184265061344524,4.055484150077356,4.829284379077124,5.365309793039517,5.4696444780731355,4.845845690977308,4.993795861347711
2,13,2,1,Slice of Life Game Planning,4.616995090455782,4.847762724580506,4.855571840734451,5.184179379111248,5.418759484245596,4.745303776533942,5.473840463823597,5.630083397530325,5.614137573471419,5.059124002763588,5.334785444298791,4.982976166527774,5.2210520830607186,5.259597076893298,4.8840018909846705,5.469099014718806,4.903930855615097,5.2823921509319245,3.9558339688260395,5.3028412163470335,5.346111757472917,5.193552384237725,5.071266761640526,5.1153564567306855
3,0,3,0,Superhero Game Planning,3.7579402279503835,5.122204496470554,4.366901875478141,4.114694742772128,5.157306522892382,5.1215986928178685,5.031944002772014,5.163824247637477,5.4702842074259355,4.388893249792327,5.427946647525188,4.547146756637671,4.5836915764073645,5.058253134557326,5.180629212736011,5.215462625832124,3.447056266564262,5.377306398279832,3.8844768720818275,4.128412725065818,4.198434737434645,4.595357367460651,4.777819603749088,4.700764616971348
3,1,3,0,Superhero Game Planning,4.551393363703305,5.253611175306828,4.280117103716472,5.532369425414647,5.2364589697416095,4.652957370379304,5.640535658773368,5.668545804215779,5.792916684279065,5.0299734665264335,5.219643189964993,5.205780347915235,5.618351655424895,5.524000379077778,4.77892477924876,5.767082987197013,3.512986676734756,5.3440154186257764,3.9904250068094185,4.822182330198429,5.749036199784164,5.5724374028782915,5.342590035976695,5.134188497038827
3,2,3,0,Superhero Game Planning,4.55005173988869,5.3961251447229825,5.2911748257797075,5.323202972682084,5.080798024076305,4.843281217332723,5.3971146612859,5.052184478450607,4.678237165700799,5.028681268749789,5.025523927196241,5.147569235187582,5.171896371276613,5.217676325268473,5.076413949934935,5.781458690667627,4.389306310125116,5.050968038606413,3.806265193690086,5.302427033302042,5.336504762399795,5.253174713422793,5.1903913221734665,5.060453363996555
3,3,3,0,Superhero Game Planning,4.5432247483277,4.667029258581309,4.556164591676218,4.927990880062158,5.510122556975971,4.580397258968466,5.569299387737699,5.617517674204663,5.42898501829642,4.193083951505258,4.341353474530288,4.210990466757199,4.875732461145068,5.35024992820202,5.004827878746191,5.591299643586077,3.8695137478494677,5.3867108611959935,3.6783146896495396,4.495113483939335,5.582174648421246,5.10617201286348,4.852485666643881,4.866902360428941
3,4,3,0,Superhero Game Planning,4.927161683372576,5.082829298366839,4.75684991531957,5.130785231319175,5.583228111584457,5.13641414344455,5.623927001398659,5.75192333182032,5.631916200433119,5.006567112095025,5.081773154085951,5.47041878269902,5.581803596171085,5.450221695178179,5.197235522330226,5.852740184843801,4.376693717752936,5.539270039975884,3.9297502886605447,5.365155753140302,5.733278559976636,5.582606699887684,5.335180168908508,5.266423051859349
3,5,3,0,Superhero Game Planning,4.476602219627731,5.2034392298682395,4.266954515284328,5.086685010156382,4.813959492204342,4.867079200488847,5.534827448288231,5.41656168347584,5.639799650846703,4.454861397525662,5.468139770073366,4.592340762456878,5.331973394130912,5.38789050474654,5.039595557831596,5.471730384723764,3.6523702300361074,5.259724486110416,4.011133737269379,4.379127110967965,4.99978628070981,5.101874827784955,4.608666157023761,4.915874915288338
3,6,3,0,Superhero Game Planning,4.512934934345225,5.234467713475822,4.928002127771487,5.171489323518346,5.49676974315384,5.238222009680699,5.668415407417555,5.661158774257463,5.754671293829537,4.386710793852517,4.95363650024753,4.474918381842526,5.670104609542791,5.149444961541534,5.062653046161316,5.819592296246084,4.368659445647775,5.060870853221836,3.911220024016625,5.356125442789635,5.6296079930596425,5.304252571664044,5.3014586797563465,5.135451605523487
3,7,3,1,Slice of Life Game Planning,4.676984180813383,5.20813307429132,5.582870875478872,5.276363670981982,5.588218741032308,4.864323467167283,5.711226756035829,5.7680101117366975,5.887600370593594,4.746009151776976,5.262871362775172,4.9905900790994755,5.281517922777103,5.5800958012666975,5.225978033822105,5.752667820522566,4.5616062055872515,5.381930288408602,4.248652509237414,5.131245989467246,5.5494929603322,5.4758225824158755,4.820896853628273,5.2423090786629665
3,8,3,1,Slice of Life Game Planning,5.1100483306487945,4.623343926161108,4.798573279454495,5.4789971079816615,5.127247184157999,4.916972889794745,5.617833881763821,5.443078756667678,5.743572086249834,5.27708724822664,5.067070588295249,4.991409217320957,5.215073135992974,5.312746890391681,5.231080884657031,5.805811782746967,4.342431347677405,5.079192332637872,4.133789882676643,5.49556992992807,5.41678301103126,5.547474475506335,5.343423725516501,5.179070082412422
3,9,3,1,Slice of Life Game Planning,4.971347944826633,5.0284519741275275,4.859833294186247,5.560462850496249,5.484717691296676,5.077627977354926,5.6580896069037925,5.790282434162583,5.961407239152466,5.093125536997733,5.118428593984621,4.729718160331473,5.622373088918978,5.436577980829719,5.27855332195621,5.716433841684499,5.113173516059383,5.281192901334766,3.8368602654213837,5.278715878347075,5.728988801848648,5.552611631283991,5.519069023230894,5.291219284988542
3,10,3,1,Slice of Life Game Planning,4.789236174065298,5.089798366684436,4.5678255073655585,5.00236049414695,5.254790182438962,4.6613925278935096,5.326888269765458,5.249032059457241,5.819231023367543,4.565479427281199,5.193726571137079,5.159131323495032,4.929888089180659,5.2284536048983465,5.12603315816822,5.726865746817467,4.385772679834453,5.051105064120616,3.9570416378735156,4.394267025980716,4.701511121096094,4.928702066011873,4.578051144374751,4.942894924584998
3,11,3,1,Slice of Life Game Planning,5.21193112557748,5.258496241010951,5.504574408406897,4.9623830407251015,4.9382657218178085,4.976539750188088,5.646197529339394,5.695438410065801,5.863750638929941,5.050449909083145,5.198992681908458,5.185938859452699,5.6612135464184545,5.399284397321875,5.136148243411685,5.770035035952903,4.6248152028170395,5.361293289444914,3.9589260127185724,5.159575596656038,5.792175234817024,5.257116392449385,5.334023732668927,5.258589782660113
3,12,3,1,Slice of Life Game Planning,4.631304605794501,4.40927762092319,4.420946678162801,5.107134884458006,5.126963127856537,5.165214496202301,5.432016335777951,5.45120629180872,5.1196575415426055,4.7023669711061125,4.858213301642271,4.275793319735327,5.413463853969416,5.490223304522738,5.243668713624701,5.6676677270006195,3.441850524850658,4.901353973343786,3.873365383619194,4.552651588139685,4.9076000685214005,5.227964705801477,4.607041670365422,4.870736812555192
3,13,3,1,Slice of Life Game Planning,4.217724498101557,5.283776402063296,5.264460748117681,5.030169346434876,5.131113962276616,5.248117778470519,5.782968837302518,5.369938059708792,5.316580786759369,4.997887545036868,5.1104401977108775,5.295836659277498,5.357132809761087,5.425822284373191,5.087755562241546,5.859622836141272,4.548212544554063,4.945872818995014,4.187337572060532,4.238337813359385,5.144877523327486,5.074167320280306,5.303935710493418,5.096612592036859
4,0,4,0,Superhero Game Planning,4.599712439349869,4.964827642951816,5.160067354151409,5.267727361483701,5.659586595612306,5.21071717591913,5.345653070262382,5.638489688262521,5.114470757805474,5.166013819727275,5.099775626124499,5.181385252974106,5.655319560630094,5.498190090660537,5.168180807271803,5.648351972780707,4.110048748020983,5.245943375557683,3.64802444982958,5.061278169027406,5.370543830115292,4.985410523483836,5.108290770078833,5.126435177481794
4,1,4,0,Superhero Game Planning,4.56722274731365,5.244428494486171,5.659676461274217,5.676123579292806,5.425403560200384,5.018756585346256,5.808469449821272,5.767154953654265,5.774048654640727,5.20456450615312,5.313468601168253,5.072148501357961,5.513715120537833,5.739617936760344,4.997596287342748,5.8109597377144695,4.9481962328256675,5.402831303119651,4.0731535139244315,5.626250754752554,5.789060655416356,5.497924049036975,5.39370411117848,5.361933730318199
4,2,4,0,Superhero Game Planning,4.54707389197284,5.38353036789674,5.422814917163163,5.651328302250684,5.696218317270698,5.047662126002889,5.728890135727087,5.64465919575727,5.7375833094165145,5.318246039080768,5.253382286207527,5.042008237726044,5.795402700079228,5.635505610822504,5.3791208138959865,5.868166170690273,4.560319639710103,5.4364092323399795,4.050109256550335,5.619149010653134,5.738682146616454,5.794015248416958,5.603640451254456,5.389300756847897
4,3,4,0,Superhero Game Planning,4.928105244211061,5.340782940857144,4.499949117046871,5.567337132290671,5.14956514410631,4.8242064063878445,5.625152070099647,5.590075911703128,5.163803166447422,5.000598332190289,4.9988004918176,4.985737953747117,5.605488211782053,5.155165757168078,5.245238483164464,5.774646527819427,4.471032635829491,5.242911611347944,3.8991079158686563,5.288225934455127,5.748905513821032,5.472386833938041,5.472713591215758,5.1760842142310945
4,4,4,0,Superhero Game Planning,5.060213331221348,5.134586017888347,4.490370435089873,5.645139496247856,5.456456827488627,4.918025150141048,5.6903538739897,5.45054624998369,5.821770848749387,5.416926360926493,5.319059962662442,5.135326244691543,5.57566651583452,5.54012614254714,5.051484531158864,5.813033778514859,4.55410768263982,5.421727907522495,4.0392212392239815,5.536907775366066,5.761803138315537,5.738845585610372,5.264494290264276,5.297225799394709
4,5,4,0,Superhero Game Planning,5.242719784431203,5.08691178415056,5.048890194740624,5.688607332294006,5.636355728893861,5.387125503540596,5.729992750450363,5.763451959899159,5.917845383186984,5.347715318147994,5.230023224011597,4.902378415858134,5.7493189108592855,5.5496241674640014,5.291588513739837,5.822968963866344,4.561323543271074,5.470483797039802,3.9930249172420136,5.47079424907634,5.690381401976785,5.751725359887751,5.74234387210597,5.394591090266708
4,6,4,0,Superhero Game Planning,4.751419442417053,4.819222938963901,5.642261887310872,5.623811605113849,5.85430697558377,5.036372608818528,5.634308208116956,5.7368363294997735,5.671799422591936,4.825443058575271,5.086129627943378,4.846192642523393,5.422593268645505,5.490430621606071,5.100076501636984,5.7491808474623305,4.220312479939302,5.281895208259647,3.9880993442271837,5.325734945464394,5.379749891878674,5.482516357367236,5.222876224021924,5.2257204538246915
4,7,4,1,Slice of Life Game Planning,5.297755692480827,5.256905476968975,5.523529449979218,5.316025447395136,5.728954175183944,5.107154291255204,5.5920853085631,5.611553258491559,5.827500577483635,5.2757052955930295,5.111389502789374,4.606612770120626,5.513651649406858,5.304912144662337,5.197754555230556,5.806408877084545,4.556420063980751,5.478868973332971,4.0202218829153615,5.642603393382933,5.8818852014072736,5.715707938898647,5.340118403163146,5.335379318685653
4,8,4,1,Slice of Life Game Planning,5.18874375145322,4.897550396357756,4.725809585110959,5.450229170905697,5.305257978898988,4.986598750518935,5.672005186564199,5.502065493365471,5.8363455285191,5.191000660178914,5.553249350814809,5.337618213285573,5.604761553718024,5.40084559479326,4.752300537347844,5.8557555523111695,4.745202519076141,5.458596160662039,3.952010212054412,5.4768676159765555,5.708152234478712,5.654821994758153,5.55988080045482,5.296333427895859
4,9,4,1,Slice of Life Game Planning,5.233660863711382,4.802677832480141,4.680788336725134,5.6271156234047055,5.565496327784579,5.360048195945694,5.563954583140391,5.7340529048617,5.829185881028305,5.321694038985431,5.28754863359895,4.757923316231839,5.565018236573673,5.521451634662295,5.392844396147135,5.699700334097749,4.7524734949962495,5.3959740209076426,4.059008013374724,5.634714403950121,5.40834361892137,5.649744378470084,5.213946851908712,5.306841996604696
4,10,4,1,Slice of Life Game Planning,5.077185393167648,5.084329407146258,4.647596222214657,5.624974281100549,5.329977034598649,5.002091762935661,5.781145338437661,5.658449890739461,5.866812686183432,5.326697214205062,5.102129475454824,4.921512916463849,5.607094205001413,5.499647600344856,5.244291952948649,5.849525557710513,4.8902653093843576,5.400498621354458,4.18631266994802,5.426575984459163,5.759641411294467,5.642223955500871,5.158824456032472,5.308165362896824
4,11,4,1,Slice of Life Game Planning,5.059403341370242,5.452386587154743,4.954695339874872,5.668190041022885,5.578640528178361,5.2921630482727755,5.731031489003685,5.679219906077891,5.53315173866968,5.1463680858566345,5.308965000048573,5.221410526275804,5.610747409730548,5.606808390440987,5.097881894395277,5.725374263724108,4.962679300806582,5.379390772294474,4.238796486016303,5.557548919123716,5.837900703278018,5.702130182388881,5.349541391243489,5.378018493271675
4,12,4,1,Slice of Life Game Planning,4.271886004257231,5.041933500482275,3.5520592703159695,5.252787939144612,4.941017214328324,4.3519577308558794,5.649213520575499,5.492754470825288,5.302414345607985,4.924916982514187,5.067804366367463,4.397037957044969,5.207157950550956,5.552646725848314,4.8521121674856476,5.459169462987851,4.16372129178192,5.155366167598991,4.035884688176776,5.341842382850274,5.409019943607616,5.539537605229073,5.344071938312157,4.969839722902142
4,13,4,1,Slice of Life Game Planning,5.188795558312649,4.957574456812281,5.571079734395264,5.562075915374079,5.336453788581064,5.192191584621284,5.688212679396273,5.728515976551735,5.838003246632251,5.322008698848158,5.092276681357027,5.767242928093438,5.630926644712586,5.335801663612301,5.133849813020396,5.7407064418927085,5.037884707269357,5.338904599154267,4.125077910976522,5.692368247764984,5.725678598506956,5.866910015352298,5.676051183134383,5.41515613366836
5,0,1,0,Modern Setting Game Planning,4.630520595794736,5.207903359506277,3.965312551609762,5.486550451753043,5.443674704829824,4.5156236917521175,5.713079275676665,5.629800010743233,5.886912917739728,5.2514007352772865,5.293158978561193,4.533427394454965,5.57060417693687,5.593287388266946,4.8990727678829655,5.845742924409015,4.8871749930940185,5.375781115345311,4.034749371141308,5.243888476849605,5.601988930419322,5.606462061342131,5.576110228201402,5.208357700069031
5,1,1,0,Modern Setting Game Planning,4.799050978859879,5.016596320457673,4.540088991050693,4.985252388531114,5.757470368797436,5.14054547880694,5.463182591805454,5.561428769134237,5.8221002707646115,4.5943624277644375,5.119416969926418,4.804098464643492,5.160152921454044,5.276427168620083,4.921585327494929,5.629989639122635,4.434028789785603,5.193913419677722,3.8779042487538895,5.012609263084545,5.411419875321233,5.000373897982023,5.149627275957773,5.072679384686821
5,2,1,0,Modern Setting Game Planning,5.090375030308052,5.064484711813057,4.597787240970373,5.215083360576767,5.581577562755167,4.537938649824564,5.69309098945987,5.635306978584596,5.910205994234217,5.20582039182935,5.249216532570458,4.734109743701366,5.546801553095648,5.265859259019767,4.8907987329685545,5.818547412474249,4.419504993408138,5.079598263860552,4.000500226742464,5.552613114367947,5.792564491276499,5.862752623982232,5.410087949739631,5.224114165546239
5,3,1,0,Modern Setting Game Planning,5.06555756738557,5.214857986263323,5.370808616349382,5.563132083773323,5.295535195829308,4.909461764335482,5.635284267332705,5.688903070965456,5.738395699685519,5.321896338721727,5.297568187341669,5.617143202136749,5.690891757076262,5.540330555318219,5.030750464871327,5.788855035629206,5.311695787613399,5.491899064881862,4.136672183429006,5.737726927067481,5.757435392889171,5.5979768085359725,5.558247666164778,5.407001114069431
5,4,1,0,Modern Setting Game Planning,4.776004190160165,4.835135165356063,4.752221824506853,5.502148573801406,5.455912751987515,4.636824498329704,5.687104219552387,5.350154840785773,5.788683077960715,5.132759175147338,4.959268121725987,4.851573322472817,5.477396150836062,5.522777180199186,5.258181806778407,5.733791546642996,4.923633064941929,5.438136759552821,4.127205343224391,5.326497913474137,5.810697854555794,5.827258418100207,5.533965310307429,5.24814483088696
5,5,1,0,Modern Setting Game Planning,5.082061971021524,4.98389907686764,5.008452696545993,5.667399475392156,5.848519672950201,5.034192411934043,5.768529398775907,5.69162724124222,5.827397450002948,5.339920739122356,5.005242585461442,5.220699336446092,5.678244907829152,5.599126505614862,5.266027444422955,5.943130358731615,4.900391413912328,5.440810873139448,4.09311051419907,5.471557077230763,5.7517849380987816,5.826047595339048,5.514567075344861,5.3896843808532795
5,6,1,0,Modern Setting Game Planning,4.755791985263557,4.856155295102791,5.520225124644745,5.615835374016518,5.22771096801865,5.150781901129387,5.807501701325273,5.666450514537556,5.891877115055754,5.150499226062749,5.4648084163583155,4.688146509771639,5.609957971030401,5.591313212110977,4.923787517055268,5.652301026607866,4.992458158490957,5.404923792413804,4.1622604499678815,5.440886061470245,5.709881834442471,5.537505935012554,5.495280061959459,5.318101745732557
